,body_text,name,office_sought,party_affiliation,office_level,district_type,uid_email
484,"With all the uncertainty in the world, now is the time for our community to come together.
Friend,
With all the uncertainty in the world, now is the time for our community to come together.
That is why I am outraged by recent reports of hate crimes against the Asian American and Pacific Islander (AAPI) community. From racial epithets to violent crimes, members of our community have endured discrimination that is never acceptable.
Let’s be clear: describing coronavirus as the “China virus”, “Chinese virus”, and “Wuhan virus”, is xenophobic and racist.
It is also unacceptable that the federal government has no plans to combat the rise in AAPI bias and hate crimes. During the SARS outbreak, and after 9/11, federal agencies made a concentrated effort to prevent targeted incidences of hate against minorities, but so far they have failed to address this growing problem during this public health crisis.
In response to this, over 50 local groups have come together to stand against this hate. I am proud to stand with them, and I’d like to use my platform to share their message. Click here to read their letter and then sign on to their letter of support.
Together, we must always stand against hate in all its forms.
In solidarity,
Sara
* * *
Paid for by Sara Jacobs for Congress
CONTRIBUTE
If you believe you received this message in error or wish to no longer receive email from us, please unsubscribe.
This message was sent to [[EMAIL_REDACTED]]",Sara Jacobs,U.S. House California District 53,Democratic Party,Federal,Congress,c4d65e5f2663e81f450c2650089e08fd
485,"There's a lot of misinformation going around about coronavirus (also known as COVID-19), so I wanted to use this space to share a few facts in the hopes of dispelling any myths you may have heard.
Friend,
There’s a lot of misinformation going around about coronavirus (also known as COVID-19), so I wanted to use this space to share a few facts in the hopes of dispelling any myths you may have heard. Here are the facts:
1. Even if you don’t have symptoms, you can still be contagious
Many people test positive for COVID-19 but don’t show any symptoms. It is highly contagious and spreads quickly, which is why social distancing and shelter in place orders are so important.
2. There are no current treatments or at-home remedies that can treat COVID-19
While the FDA is rapidly testing potential therapies to treat COVID-19, there is no drug or at-home remedy that is effective or safe. If you or a loved one starts showing symptoms, you should contact your health care provider, but only go to the emergency room if you experience life-threatening symptoms such as difficulty breathing
3. It’s not just seniors who are at risk. Young people can become infected with COVID-19
We now know that COVID-19 isn’t just dangerous for the elderly. Younger people who were otherwise healthy have contracted severe cases of COVID-19 that require hospitalization, and have even resulted in death.
4. It is not a “Chinese virus,” as President Trump has called it
COVID-19 is part of a family called Coronaviruses that does not originate from any specific geographic location or ethnicity. Calling it the “Chinese virus” or any other variation is xenophobic, divisive, and is leading to a rise in hate crimes and harassment against the Asian-American community. We’re all in this together.
For more facts, visit the World Health Organization’s page on advice for the public.
Please feel free to reach out to our campaign for more information, or if we can be of assistance in any way. Team SJ is here to help you during this difficult time.
Thanks,
Sara
* * *
Paid for by Sara Jacobs for Congress
CONTRIBUTE
If you believe you received this message in error or wish to no longer receive email from us, please [[URL REDACTED]]
This message was sent to [[EMAIL_REDACTED]]",Sara Jacobs,U.S. House California District 53,Democratic Party,Federal,Congress,901b21af3ca4993ca6528b600ac97e8d
486,"Our country is not living up to its ideals. The killings of George Floyd, Breonna Taylor, and others have rightfully caused a national uproar. Black lives matter -- and we are not doing enough to prot
Friend,
Our country is not living up to its ideals. The killings of George Floyd, Breonna Taylor, and others have rightfully caused a national uproar. Black lives matter — and we are not doing enough to protect them.
Fixing the institutionalized racism in our country will take many different steps, but here’s one action we can take now: we must make lynching a federal hate crime.
ADD YOUR NAME
Throughout history, and still now, thousands of Black Americans have been lynched and yet Congress has not made these racial killings a federal hate crime. This should not be controversial in 2020.
The House and Senate have both passed versions of anti-lynching bills in recent years, but one Kentucky Senator is holding up the bill. Enough is enough. Sign your name if you agree that lynching should be a federal hate crime.
In 1892, Ida B. Wells wrote that “the strong arm of the law must be brought to bear upon lynchers in severe punishment, but this cannot and will not be done unless a healthy public sentiment demands and sustains such action.” 128 years later, these words are still true — and it’s on us to show Congress what we, the public, demand.
TELL CONGRESS TO MAKE LYNCHING A HATE CRIME
Our reckoning with our national history of racism is far from over, but this crucial step is long overdue. Tell Congress: we must make lynching a federal hate crime.
Thank you,
Team SJ
* * *
Paid for by Sara Jacobs for Congress
CONTRIBUTE
If you believe you received this message in error or wish to no longer receive email from us, please unsubscribe.
This message was sent to [[EMAIL_REDACTED]]",Sara Jacobs,U.S. House California District 53,Democratic Party,Federal,Congress,dab430aaf7bb6d1bf2d7f9956e56de1f
487,"Today, the U.S. House of Representatives upheld their Constitutional oath and voted to impeach Donald Trump.
Friend,
Today, the U.S. House of Representatives upheld their Constitutional oath and voted to impeach Donald Trump.
I am grateful to those Members of Congress who voted to put their country over politics. I know that this decision weighed on each of the Members, just as the somber reality of impeaching a United States President is weighing on millions of Americans. It is not the easy decision or the politically expedient decision, but the right one.
There is no ambiguity here: the evidence conclusively shows that Donald Trump committed high crimes and misdemeanors, and that the threshold for impeachment has been met. At the State Department and at the United Nations, I saw how corrupt politicians across the globe undermined their countries’ democracies for personal and political gain. That’s why I know that it is critical for the health of our democracy and our standing in the world that we send a clear message that no one – not even the President – is above the law.
It is with solemnity and clarity that I support the President’s impeachment.
The House did their job, and now it’s time for the Senate to do theirs – to hold a fair trial and, ultimately, to remove Donald Trump from office. Sign your name if you believe the same.
SIGN YOUR NAME
Last week, Mitch McConnell announced that he will be “coordinating with the White House” as the Senate takes over impeachment proceedings. But we can’t give up hope. We need to stand together and say with one voice that the majority of Americans support and believe in our Constitution. Stand with me today and demand the Senate uphold their Constitutional oath and remove Donald Trump from office.
SIGN YOUR NAME
In solidarity,
Sara Jacobs
* * *
Paid for by Sara Jacobs for Congress
Sara Jacobs is running for Congress in California’s 53rd Congressional District. In Congress, she will fight for Medicare for All, a Green New Deal, and bold campaign finance reform. Sara is rejecting all corporate PAC money in this campaign. She relies on grassroots supporters like you! You can make a contribution to her campaign here.
DONATE TO SARA
Emails are crucial for communicating with top supporters. However, if you believe you received this message in error or wish to no longer receive email from us, please unsubscribe.
This message was sent to [[EMAIL_REDACTED]]",Sara Jacobs,U.S. House California District 53,Democratic Party,Federal,Congress,6ddb425c9efe4a735c2a63c3d5057309
488,"Alex,
Right now, we face diplomatic and military uncertainty in the Middle East.
Senate Republicans and Democrats alike are dissatisfied with the White House briefing they received on Iran.
The House has voted on a war powers resolution.
Today, I'm thinking about these issues through my lens as a cybersecurity professional.
Odds are that a cyber-attack from Iran today would not likely be crippling, but this one-on-one approach is not a realistic assessment of what is at stake in cyber warfare. Attacks never come one at a time. Rather, in every second of every day our government, businesses, schools, medical centers, libraries, and homes receive millions of potential attacks generated from automated programs from nation-states as well as organized crime.
The United States may have cyber strength today, but we must battle much of the world that seeks to bring us down. Rule of security: hit the weakest link. When one country is a target and all that needs to be done is attack the weakest link, those challenges cannot be reduced to one country, one attack.
Cyber is different from conventional warfare. Taking the realities of that world into account leads to this conclusion: The United States must lead in diplomacy as well as in cybersecurity technologies. A first strike policy contradicts that sound strategy, and, ultimately, risks our national security.
If elected, I would be the only person in Congress, Democrat or Republican, with a background in internet policy and cybersecurity. With your help, I want to protect our country, maintain our economic viability, reinforce the integrity of our elections, defend our schools and teach our children how to use the internet safely. But in order to get there, I need your help! Please donate today?
Tracy
Express Donate:
If you've stored your info with ActBlue Express, we'll process your contribution instantly:
$5 $15 $25 $50
Paid for by Tracy Mitrano for Congress
This email was sent by Tracy Mitrano for Congress
PO Box 752, Penn Yan, NY 14527.
Email is an important way for Tracy Mitrano to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Tracy Mitrano, click here to get off all our lists instantly. Questions or concerns? Contact us here.",Tracy Mitrano,U.S. House New York District 23,Democratic Party,Federal,Congress,cd03b5c4e7fe79c72dbe8d6c97ffb297
489,"I hope you saw my email from yesterday, Alex.
The all-important EOQ fundraising deadline is just one day away, and we really need to make our goal so the GOP knows we mean business.
Trump and the Republicans think they’ve got the fundraising advantage. And it’s true, they have a formidable record for attracting big-money donors. But you know what? We’ve got you!
We need all of our grassroots supporters to chip in now! Click here to give.
Best,
Jared
* * *
Alex,
The urgency of beating Donald Trump and the GOP this November is growing with each passing day.
Our corrupt president is now working through Attorney General Barr to prevent the Department of Justice from investigating and prosecuting his, his family’s, and his friends’ crimes. He’s retaliating against whistleblowers, firing Inspectors General, fomenting racism, and stoking culture wars. After bungling the national response to the COVID-19 pandemic, he’s making it even worse by undermining testing and lying about the severity of the crisis. And in the midst of a deadly pandemic, he’s asking the Supreme Court to fully repeal the Affordable Care Act which would strip health coverage from millions of vulnerable Americans.
Meanwhile, Trump’s Republican enablers in the House and Senate are so fearful of challenging their unhinged leader that they’ve resigned themselves to just sitting back and watching as our system of laws is dismantled piece by piece and our country plunges further into chaos.
Enough. We have to stop this madness, Alex, and now’s the time to do it. How? By winning big this November — not just in my own congressional election, but in key races all over the country where I’m working to elect great Democratic candidates. I need your help in that effort.
Please donate before the critical end-of-quarter FEC filing deadline this Tuesday. A strong showing this quarter will not only help secure my North Coast congressional seat, it will enable me to devote even more resources to the imperatives of growing our House majority, taking back the Senate, and saying goodbye to Donald Trump forever.
CONTRIBUTE
While news headlines are dominated by Trump’s increasingly lawless and destructive actions, Democrats in Congress are showing what good governing actually looks like. We’re working non-stop to provide oversight and pass legislation that will improve the lives of Americans and make our country stronger and better.
Last week, we introduced the Moving Forward Act, a $1.5 trillion green infrastructure plan designed to rebuild our roads and bridges, improve our transit system, make schools safer, increase affordable housing, expand access to broadband, develop sustainable water supplies, and much more. Most importantly, every aspect of this bill works to protect our environment and address climate change.
If you believe in this kind of legislation and want me to continue fighting for our shared values in Congress, I hope you’ll make a contribution before the June 30 deadline. It’s the only way we can really move forward and put our country back on track.
Click here to give before the Tuesday deadline. Now that the GOP money-making machine is in full force, we need to meet them head on and show them what we’re made of.
CONTRIBUTE
Thanks for everything,
Congressman Jared Huffman represents California's 2nd District, which spans from the Golden Gate Bridge north to the Oregon border. As a Democratic leader, Jared is committed to protecting our environment, fighting for access to affordable healthcare and equality for all Americans. In accordance with public health guidance from the Centers for Disease Control, Jared has suspended all in-person campaign events and is relying on support from his grassroots contributors to power his campaign. Click here to support Jared's campaign with a contribution today, or sign on to become a sustaining supporter by making a monthly contribution through Election Day.
Paid for by Huffman for Congress, FEC# C00536680
Huffman for Congress
P.O. Box 664
Petaluma CA 94953-0664 United States
If you believe you received this message in error or wish to no longer receive email from us, please unsubscribe.",Jared Huffman,U.S. House California District 2,Democratic Party,Federal,Congress,70f18b5d4eff86d180aed2006b8316f8
490,"Alex,
The urgency of beating Donald Trump and the GOP this November is growing with each passing day.
Our corrupt president is now working through Attorney General Barr to prevent the Department of Justice from investigating and prosecuting his, his family’s, and his friends’ crimes. He’s retaliating against whistleblowers, firing Inspectors General, fomenting racism, and stoking culture wars. After bungling the national response to the COVID-19 pandemic, he’s making it even worse by undermining testing and lying about the severity of the crisis. And in the midst of a deadly pandemic, he’s asking the Supreme Court to fully repeal the Affordable Care Act which would strip health coverage from millions of vulnerable Americans.
Meanwhile, Trump’s Republican enablers in the House and Senate are so fearful of challenging their unhinged leader that they’ve resigned themselves to just sitting back and watching as our system of laws is dismantled piece by piece and our country plunges further into chaos.
Enough. We have to stop this madness, Alex, and now’s the time to do it. How? By winning big this November — not just in my own congressional election, but in key races all over the country where I’m working to elect great Democratic candidates. I need your help in that effort.
Please donate before the critical end-of-quarter FEC filing deadline this Tuesday. A strong showing this quarter will not only help secure my North Coast congressional seat, it will enable me to devote even more resources to the imperatives of growing our House majority, taking back the Senate, and saying goodbye to Donald Trump forever.
CONTRIBUTE
While news headlines are dominated by Trump’s increasingly lawless and destructive actions, Democrats in Congress are showing what good governing actually looks like. We’re working non-stop to provide oversight and pass legislation that will improve the lives of Americans and make our country stronger and better.
Last week, we introduced the Moving Forward Act, a $1.5 trillion green infrastructure plan designed to rebuild our roads and bridges, improve our transit system, make schools safer, increase affordable housing, expand access to broadband, develop sustainable water supplies, and much more. Most importantly, every aspect of this bill works to protect our environment and address climate change.
If you believe in this kind of legislation and want me to continue fighting for our shared values in Congress, I hope you’ll make a contribution before the June 30 deadline. It’s the only way we can really move forward and put our country back on track.
Click here to give before the Tuesday deadline. Now that the GOP money-making machine is in full force, we need to meet them head on and show them what we’re made of.
CONTRIBUTE
Thanks for everything,
Congressman Jared Huffman represents California's 2nd District, which spans from the Golden Gate Bridge north to the Oregon border. As a Democratic leader, Jared is committed to protecting our environment, fighting for access to affordable healthcare and equality for all Americans. In accordance with public health guidance from the Centers for Disease Control, Jared has suspended all in-person campaign events and is relying on support from his grassroots contributors to power his campaign. Click here to support Jared's campaign with a contribution today, or sign on to become a sustaining supporter by making a monthly contribution through Election Day.
Paid for by Huffman for Congress, FEC# C00536680
Huffman for Congress
P.O. Box 664
PO Box 664
Petaluma CA 94953-0664 United States
If you believe you received this message in error or wish to no longer receive email from us, please unsubscribe.",Jared Huffman,U.S. House California District 2,Democratic Party,Federal,Congress,5cc698838af459e2d396c90d760dc046
491,"Facebook Join My List Logo
Dear  Alex,
Election Day is tomorrow and I can't thank you enough for your support. We have run a great campaign and are finishing strong!
I am humbled to have received many endorsements including that of President Trump, law enforcement groups across the state and local Hudson Valley political leaders.
Your time, donations and support are what have given us the momentum to pull ahead in such a competitive seat. Now, I'm asking you for one simple thing - to spread the word to your family and friends to make sure they get to their voting sites tomorrow and vote Republican all the way down and across the ballot.
The polls will be open tomorrow, November 3rd, from 6am to 9pm. To locate your poll site, visit this link.
This is our very last chance to push back against the pro-crime and anti-business policies of my opponent Sean Maloney. Let's not take anything for granted.
Please share this email with a friend to make sure they get out and vote in this critically-important election.
Thank you,
Chele Farley
DONATE >>>
VOLUNTEER >>>
Paid for by Chele Farley for Congress, Inc. | P.O. Box 835, Tuxedo, NY 10987
Unsubscribe [[EMAIL_REDACTED]]
Update Profile | About our service provider
Sent by [[URL REDACTED]]",Chele Farley,U.S. House New York District 18,Republican Party,Federal,Congress,c7d0e40b02c7a9061a28493cb1fa6310
492,"Liberal politicians’ bad decisions are now putting our safety at risk.
Facebook Join My List Logo
Dear Alex,
Liberal politicians’ bad decisions are now putting our safety at risk. Last year, law enforcement, district attorneys and community leaders spoke out against the radical policy to enact cashless bail in New York state. They were ignored.
Now our communities are less safe. Almost every day there is another story of a person accused of a serious crime being let out on bail without having to post bond. None is more outrageous than the tragic death of Rosie Osai on Christmas Eve, and the subsequent release of the illegal alien charged with her death.
If we can’t rely on our elected officials to keep us safe, it is time to send them home and elect new leaders who will. My opponent, Congressman Sean Patrick Maloney, is a strong supporter of ending cash bail. You can hear him say so himself in the video below.
Maloney: Ending Cash Bail &quot;Top Priority&quot;
Now that people are being let out into our communities to strike again, where is Sean Maloney? Nowhere to be found. It is time to send him home.
I won’t hide. I will speak out against bad policies. And I will fight to keep our communities safe. Please join me in helping send Sean Maloney home by
donating to my campaign today.
DONATE
Paid for by Chele Farley for Congress, Inc. | P.O. Box 835, Tuxedo, NY 10987
Unsubscribe [[EMAIL_REDACTED]]
Update Profile | About Constant Contact
Sent by [[URL REDACTED]]",Chele Farley,U.S. House New York District 18,Republican Party,Federal,Congress,46417b509716b5da6b9b990f11659289
493,"Sean Maloney joined the impeachment circus and lost
Facebook Join My List Logo
Dear Alex,
Sean Maloney has become a certified member of The Swamp. This shows he’s either out of touch with our Hudson Valley values or no longer cares.
Maloney clearly hasn’t gotten over the fact that his impeachment investigation failed to find a crime. So rather than move on and get to work on solving problems that matter to us, he’s lashing out and blaming any Senator who disagreed with him. But don’t be fooled by Maloney’s motives.
Maloney engaged in the swamp game himself last week:
1) go on a liberal, cable TV show on MSNBC;
2) throw out charges like authoritarianism and attack Republican Senators up for re-election; and
3) turn around and use the video to raise thousands of dollars from the members of The Resistance for your own campaign.
Watch the video of Maloney on Lawrence O’Donnell’s show.
Rep Sean Maloney Can't Let Impeachment Go
Within 24 hours of that appearance, Maloney sent out an email highlighting his hit job to raise money.
Alex, Sean Maloney tries to tell us he’s a centrist. The truth is he’s abandoned us to curry favor with liberal donors across the nation to fund his campaign. I’m running for Congress to represent you. I can’t, nor would I want to, leverage my office to benefit my political needs. So I’m counting on you to help me fight back against Maloney’s swamp tactics by chipping in even $5 now.
Chip in $5
Chip in $10
Chip in $25
Chip in $50
Chip in $100
Chip in $200
Together, we can win this race, end the DC swamp games and restore some order and common sense to Congress.
Chele Farley
Paid for by Chele Farley for Congress, Inc. | P.O. Box 835, Tuxedo, NY 10987
Unsubscribe [[EMAIL_REDACTED]]
Update Profile | About Constant Contact
Sent by [[URL REDACTED]]",Chele Farley,U.S. House New York District 18,Republican Party,Federal,Congress,b10cf524e69849f6fe24073baa8ac6c1
494,"The radical mob vandalized the Washingtonville World Trade Center Memorial.
Facebook Join My List Logo
Dear Alex,
President George W. Bush stood on the rubble of the Twin Towers and grabbed a bullhorn to speak over the noise of that moment with force and clarity. President Bush’s words rang true that day: “I can hear you. The rest of the world hears you. And the people who knocked these buildings down will hear all of us soon.”
As Americans, all of us were united in the fight for freedom, to protect our values and our way of life, to rid the world of terrorism.
It is in the memory of those who died that day that we built monuments to their bravery. They stand as a tribute to the sacrifice and greatness of our unity and our values. Every year on 9/11 we promise to remember and never forget.
We need to remember that, more than ever, because somehow the radical mob thinks it’s now okay to destroy these monuments. While protesting is a fundamental American right, vandalism, violence and lawlessness is never acceptable.
I was heartbroken to learn the news that a band of criminals would damage the Washingtonville World Trade Center Memorial this past week. These thugs must be found and prosecuted for their crimes. In the meantime, I’m inspired by the community members who are stepping up to protect the monument.
The radical left is about destruction with no plan to replace what they destroy with anything better. It is the prevalence of that agenda that motivated me to create my petition [[URL REDACTED]] If we allow them to continue, we run the risk of losing our freedoms, our way of life and our country.
Let’s unite,
Chele Farley
Paid for by Chele Farley for Congress, Inc. | P.O. Box 835, Tuxedo, NY 10987
Unsubscribe [[EMAIL_REDACTED]]
Update Profile | About Constant Contact
Sent by [[URL REDACTED]]",Chele Farley,U.S. House New York District 18,Republican Party,Federal,Congress,76cd8a78fcd88a7eb578e149d95df2aa
495,"Holy moly, we have a race on our hands, folks. Amy McGrath is tied with Mitch McConnell in Kentucky:
You remember, Amy, right? She's the former fighter pilot who is taking a no-holds-barred approach to taking on McConnell.
Amy needs our support right now. Let's stand with her and build the momentum to take back the Senate.
Mitch McConnell's time is almost up. His days of obstruction and covering up for Donald Trump's crimes must come to an end — and they will if we can put Amy over the top.
This is the race we have to win.
Because a tie race is just the start. You know that Republicans are going to try every trick imaginable, invite every SuperPAC they can to bail out their boss.
Which is where we come in. We can't let them get away with it.
Donate today. Let’s win back the Senate with strong victories in Oregon and Kentucky.
Jeff
Express Donate:
If you've stored your info with ActBlue Express, we'll process your contribution to Jeff Merkley and Amy McGrath instantly:
$5 $15 $25 $50
Paid for by Jeff Merkley for Oregon.
This email was sent by Jeff Merkley for Oregon
PO Box 14172, Portland, OR 97293.
Email is an important way for Senator Merkley to keep supporters like you informed about critical issues and to build a winning grassroots campaign. This email was sent to [[EMAIL_REDACTED]]; click here to update your email address. Too much email? Switch to our less email option here. If you no longer want to hear from Senator Merkley, click here to get off all our lists instantly. Questions or concerns? Contact us here.",Jeff Merkley,U.S. Senate Oregon,Democratic Party,Federal,State,f728311a86c008254c1ed2424717772a
496,"The recent impeachment trial was a farce: when we were tasked with trying Donald Trump's impeachment, Mitch McConnell and Senate Republicans denied us access to witnesses and documents.
Instead of a full and fair trial, America got a partisan cover-up.
That's why I'm introducing a new rule in the Senate that would fix this issue and guarantee both the prosecution and defense a chance to call necessary witnesses and subpoena relevant documents.
Sign the petition and tell the Senate: future impeachment trials need witnesses and evidence.
If and when another president and another Congress face this issue, we must guarantee that the process is impartial and thorough.
Unlike what happened with Donald Trump's trial, the Senate should be a place where the nation's gravest issues like impeachment are vigorously debated and thoughtfully considered — not swept under the rug by a highly-partisan majority desperate to protect someone who has clearly committed a crime. Or perhaps worse, a highly-partisan majority determined to impeach a President by blocking evidence of innocence.
That means witnesses. That means documents. That means access to all of the facts — no matter how uncomfortable they are.
Sign the petition: join me and Democracy for America in urging the Senate to fix impeachment for the future.
Jeff
Sign the Petition
Paid for by Jeff Merkley for Oregon.
This email was sent by Jeff Merkley for Oregon
PO Box 14172, Portland, OR 97293.
Email is an important way for Senator Merkley to keep supporters like you informed about critical issues and to build a winning grassroots campaign. This email was sent to [[EMAIL_REDACTED]]; click here to update your email address. Too much email? Switch to our less email option here. If you no longer want to hear from Senator Merkley, click here to get off all our lists instantly. Questions or concerns? Contact us here.",Jeff Merkley,U.S. Senate Oregon,Democratic Party,Federal,State,4e17545b9418ac694acb198a44abac3f
497,"For our democracy to endure, it must have an independent and impartial judicial system—one that puts the rule of law ahead of personal and political considerations.
That's why I am calling on Attorney General William Barr to resign immediately.
Please add your voice to the more than 40,361 Americans that have already called on him to resign.
Demand that Barr resign
Barr claims to be independent from Donald Trump. But, as we saw with his recent interference in the Roger Stone case, the truth is very different.
The facts?
* Roger Stone is guilty, and the career prosecutors on his case recommended a specific sentence for the crimes committed.
* Then, Trump whined publicly (via Twitter, of course) that his friend was being treated unfairly.
* The result? Barr jumped into action, working to secure a lighter sentence for a key Trump ally.
This is absolutely unacceptable. We cannot have the rule of law change at the whim of Trump's Twitter rants.
And that comes after he misled the American people about what was in the Mueller report. He has violated the promise he made during his confirmation hearing to ""keep the enforcement process sacrosanct from political influence.""
Because he clearly is willing to sacrifice the independence of our professional prosecutors in the service of Donald Trump and his allies, he is unfit to serve as Attorney General.
Sign the petition and let's make sure we're heard: William Barr must resign now.
Jeff
Express Donate:
If you've stored your info with ActBlue Express, we'll process your contribution instantly:
$5 $15 $25 $50
Paid for by Jeff Merkley for Oregon.
This email was sent by Jeff Merkley for Oregon
PO Box 14172, Portland, OR 97293.
Email is an important way for Senator Merkley to keep supporters like you informed about critical issues and to build a winning grassroots campaign. This email was sent to [[EMAIL_REDACTED]]; click here to update your email address. Too much email? Switch to our less email option here. If you no longer want to hear from Senator Merkley, click here to get off all our lists instantly. Questions or concerns? Contact us here.",Jeff Merkley,U.S. Senate Oregon,Democratic Party,Federal,State,686cfd30a94e32fa507e7115fdaa1034
498,"The biggest losers from efforts to defund the police will be citizens in the most impoverished and crime-ridden neighborhoods throughout the country.
Alex – The ""Defund the Police"" movement is dangerous and wrong.
Do we have problems with race relations and policing in this country? Yes. But defunding the police is not the answer – and abdicating to anarchists is definitely not the answer. If we lose the upcoming election, the Radical Left will enact this disastrous policy and create lawlessness that will consume our country.
That's why it's so important that we spread the word and make it clear that a national policy of defunding our law enforcement officers must not happen. I'm asking you to show your resolve.
STOP Efforts to Defund the Police!
ADD YOUR NAME →
Alex, the biggest losers from efforts to defund the police will be citizens in the most impoverished and crime-ridden neighborhoods throughout the country. We cannot allow that to happen.
If the police are defunded and removed from our communities, the vacuum will be filled by the most dangerous and unsavory elements of society. Trust me, if you want to see what life is like where there are no police, courts, or justice systems, spend some time in the Middle East.
That's why I support reforming the police, not defunding them, Alex.
This horrible idea may have been hatched by the mobs, but it's now a pillar of the platform Democrats up and down the ballot are running on. As expected, Socialist Alexandria Ocasio-Cortez and the ""Squad"" are championing the effort in the House of Representatives.
Reform, NOT Defund the Police!
ADD YOUR NAME →
Like Sean Hannity said when I was on his show recently, ""a vote for a 'blue wave' is a vote for a crime wave."" Here in South Carolina, I'm working hard to make sure we're not going to let this crazy nonsense happen.
But I need to know that you're with me. Alex, please add your name to my ""DO NOT Defund the Police"" petition to show exactly where you stand on this critical issue.
The Left is embracing a plan that will destroy this country. We can't let them win, so please stand with me today!
Thanks,
Lindsey Graham
Lindsey Graham
DON'T Defund the Police!
ADD YOUR NAME →
* * *
A conservative leader who gets things done
Lindsey Graham is a fighter who doesn't back down from a challenge. He's a conservative who gets things done. He's a leader who puts our country above all!
In the United States Senate, South Carolina's Lindsey Graham has earned a reputation as a conservative, a problem-solver, and a leader who gets things done. He is a great friend to our men and women serving in uniform, a respected voice on national security matters, a leading advocate for cutting the out-of-control spending in Washington, and a champion for confirming conservative judges.
Support Senator Graham!
We want to make sure you're a proud member of Team Graham, and we don't want to bother you. To receive only the most important emails, please click here. We'd hate to see you go, but if you'd like to unsubscribe, please click here.
Facebook Email Email Email
Paid For By Team Graham, Inc.",Lindsey Graham,U.S. Senate South Carolina,Republican Party,Federal,State,4bc38e8a53437c8e106f08b1e91146aa
