,from_name,from_address,subject,body_text,name,office_sought,party_affiliation,office_level,district_type,final_website,crawl_date,source,state,type,subtype,date,hour,day,uid_email,uid_inbox,incumbent
22,Ditch the NRA (via Schneider HQ),info@bradschneiderforcongress.com,BREAKING: The NRA dissolving?,"BREAKING:
The New York Attorney General is going after the NRA:
Stand with the New York AG and demand the NRA be dissolved→
The NRA is possibly the most corrupt organization in the country, and we are glad that the New York Attorney General is taking them on.
In Congress, Brad continues to work tirelessly to call out the NRA’s nonsense. This year, Brad released a report that detailed the NRA’s self-dealing and corruption that should lead to the NRA losing its tax-exempt status.
We’ve had enough of the NRA. But have you?
Stand with the New York AG and demand the NRA be dissolved→
TAKE ON THE NRA →
Thank you,
Schneider HQ
This message was sent to: [[EMAIL_REDACTED]]
Click here to receive fewer emails. | Click here to unsubscribe.
PO Box 1318
Deerfield IL, 60015
PAID FOR BY SCHNEIDER FOR CONGRESS
This message was sent to: [[EMAIL_REDACTED]] | Change or update your email address by clicking here.
We believe that emails are a crucial way to stay in touch with our top supporters. However, if you'd still like to receive fewer emails, you can click here. If you would like to unsubscribe from our emails, click here.
Our campaign is powered by supporters like you. Your grassroots support is critical to helping Brad fight back against right-wing attacks. If you'd like to donate to our campaign, please click here.
Thanks for your support!
Donate to Brad →",Brad Schneider,U.S. House Illinois District 10,Democratic Party,Federal,Congress,www.schneiderforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-08-06,17,Thu,fbb7026b010d70cb3758ae8b942bb053,f0c6200813037ccf73fe6443a7e39a46,Yes
23,⚫𝑨𝑾𝑭𝑼𝑳 Update via Team Ammar,campaign@campacampaign.com,Darrell Issa LAUGHING,"Issa blasted out racist mailers that attacked Ammar's Latino heritage to every corner of San Diego.
FIRST: Trump puppet Darrell Issa blasted out racist mailers that attacked Ammar’s Latino heritage to every corner of San Diego. (Awful!!)
THEN: Ammar knew we had to fight back with our own mailers, so we launched a plan to blast out our own highly-effective mailers by midnight tonight.
NOW: We’re so close to paying for our mailers. We only need $2,072 to fight back against Darrell Issa’s racist attacks [!!!]
This could decide the future of our race. If you care about DEFEATING Darrell Issa and sending Ammar to Congress -- you need to chip in $5 today! →
RUSH $5 NOW ➞
RUSH $25 NOW ➞
RUSH $50 NOW ➞
RUSH $100 NOW ➞
RUSH $250 NOW ➞
Or RUSH another amount ➞
REMEMBER: This race is practically TIED!!!!
But if we fall short, Issa will be LAUGHING.
So please, anything helps:
[[URL REDACTED]]
So thankful to have you on the team,
\-- [[URL REDACTED]]
Paid for by Ammar Campa for Congress
PO Box 610
13961 Campo Rd.
Jamul, CA 91935
Please read the following message from Ammar Campa-Najjar:
I’m so thankful for your support of my Democratic Campaign for Congress. Together we can stop far-right Darrell Issa from buying this race and green-lighting Trump’s agenda!
Together, we can flip the most competitive Republican battleground in California blue! - Ammar Campa-Najjar
Donate to elect Ammar! ➞
We have a once in a lifetime opportunity to flip one of the last Republican strongholds in California:
ONE: Polls show we’re statistically tied with my far-right opponent!
TWO: Darrell Issa is a failed former Congressman only interested in pushing his far-right conspiracy theories and Donald Trump’s agenda.
THREE: But with thousands of grassroots supporters, we can defeat Issa, help save the House Majority and WIN in November!
Ammar Campa-Najjar and Darrell Issa are STATISTICALLY TIED!
Can I count on you to help me win?
Donate to elect Ammar! ➞
I'm the son of a single mother and proof that the American Dream is still possible. I’m running for Congress to make sure that every child who grew up like me can go on to college, get a good job, and even run for office. That’s why I won’t take a penny from any shady special interest group or corporate PAC.
You received this message because you’re an important part of our grassroots movement and email is the best way for us to keep in touch.
If you’d like to receive only our most important campaign updates, click here. If you’d like to update your information, click here. I’d really be heartbroken to see you go, but if you’d like to unsubscribe, click here.
Donate to elect Ammar! ➞
Thank you so much for everything you do. Let's win this!",Teresa Leger Fernandez,U.S. House New Mexico District 3,Democratic Party,Federal,Congress,www.teresalegerfernandez.com,12-02-2019,ballotpedia-campaign,,,,2020-09-08,23,Tue,5d6e192b4e484b4ad5d463e0d03f92c8,5af597b22b3c2071f1c7f431e3a3cfae,No
24,Team Kim,info@andykimforcongress.com,He flipped his seat blue for the first time in 84 years,"Alex,
In 2018, we elected Andy in an election that people called the ""blue wave."" Democrats across the country, ready to fight for the interests of all Americans, won in districts that had been written off as Republican strongholds. But before that, one New Jersey Democrat had already made history. Back in 2016, Congressman Josh Gottheimer flipped his seat blue for the first time in 84 years.
When Andy joined Josh in flipping a critical district, it sent Republicans into overdrive. They've made beating New Jersey Democrats one of their top priorities!
Help us show DC Republicans that Josh and Andy's seats aren't up for grabs. Chip in now to split a donation between our campaigns.
Since being elected, Josh and Andy have been working hard to create jobs, lower the cost of health care, and protect working families. We need their voices and their leadership in Congress now more than ever.
Republicans are willing to do -- and spend -- whatever it takes to beat us in 2020. A recent poll has them up by one point in districts like Josh and Andy's. And if they win here, they could take back the majority in the House. The only way we can stop that from happening is with grassroots support.
Chip in now to ensure Josh and Andy have the resources they need to win. Split a contribution between our campaigns now to help us keep the Democratic Majority in the House.
Thank you,
Team Kim
Andy Kim is in one of the toughest re-election races in the country -- and he's not taking a dime of corporate PAC money. Will you pitch in now to help him continue fighting for us?
DONATE
Paid for by Andy Kim for Congress
Andy Kim for Congress
P.O. Box 211
Marlton NJ 08053 United States
This email was sent to [[EMAIL_REDACTED]]. If you received this message in error or no longer wish to receive emails from Andy Kim for Congress, please unsubscribe here.",Quinn Nystrom,U.S. House Minnesota District 8,Democratic Party,Federal,Congress,https://quinnforcongress.com/,12-02-2019,ballotpedia-campaign,,,,2020-05-21,9,Thu,9667d846adb122ff7acad0ffd6b8403b,2a78b106b4314eee106d2e68012c1d7a,No
25,Bliss Collins,hello@wilmotcollins.com,Introducing myself,"Hey there, my name is Bliss, and I’m Wilmot’s son.
Wilmot Collins for U.S. Senate
Hey there, my name is Bliss and I’m Wilmot’s son.
If my dad is even half as passionate and dedicated to representing Montanans as he was being a father, I know full well that our state will be in good hands.
That’s why his team launched the Defeat Senator Daines Fund. Building a winning campaign in a state as large as Montana requires a whole lot of people chipping in a whole lot of times.
That’s why I wanted to do my part and follow up on yesterday’s email to let you know we aren’t even close to where we need to be to hit our 500 donation goal by Friday. We’ve only chipped away at about 10% of this goal.
Will you help turn this ship around before it’s too late by chipping in $5, $10 or average online donation of $29?
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$5 $25 $50
$100 $250 Other
Flipping Montana and the Senate is going to require a team effort.
Thanks,
Bliss Collins
Wilmot Collins is Montana’s first black mayor, a 20+ year military Veteran, a refugee and now, a U.S. Senate candidate. Wilmot will prioritize fighting climate change, making healthcare a human right, economic opportunity, supporting our veterans, improving our public schools and keeping public lands in public hands.
CONTRIBUTE MONTHLY
Paid for by A Whole Lot of Folks for Wilmot Collins
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Wilmot Collins, PO Box 458, Helena, MT 59624",Wilmot Collins,U.S. Senate Montana,Democratic Party,Federal,State,https://wilmotcollins.com/,12-02-2019,ballotpedia-campaign,,,,2020-01-27,15,Mon,c60e43c55e3d4517f896b93b4f8dec9f,1d325e4bc86fd2ec5316ee8316259e6d,No
26,"Fire Mitch, Save America",info@firemitchsaveamerica.com,The Grim Reaper needs to go 💀 ,"We will never make progress on ANYTHING important as long as Mitch is in control.
Folks,
We will never make progress on ANYTHING important as long as Mitch is in control:
Newsweek: Mitch McConnell's 'Legislative Graveyard' Helping Current Congress to Be the Least Productive in History, Report Says
Fire Mitch, Save America will build off of the blueprint of Kentucky Democratic governor Andy Beshear’s historic win to help Democrat Amy McGrath defeat Mitch in 2020 -- will you chip in to make sure we have the resources to get it done?
The Grim Reaper has to GO >>
If you believe we need to take action to tackle the climate crisis while there’s still time, then we need you to chip in right now to get rid of the man who doesn’t care if it all burns down.
If you believe that everyone should have access to affordable, quality healthcare, then we need you to chip in right now to stop the man who’s leading the fight to dismantle the ACA.
If you believe that our leaders have a responsibility to take care of everyday Americans in this time of unprecedented crisis, then we need you to chip in right now to defeat the man who went on a month-long vacation instead of passing a new relief package.
Polling shows that Amy McGrath can WIN -- but Mitch and his dark money allies are spending over $25 million to ruthlessly attack her. Will you chip in to help us counter Mitch’s lies with the truth and mobilize Democrats and independent voters to give Mitch the boot?
Donate >>
Whether it’s $5, $10, $25, or $100 -- every dollar counts in a race as close as this one.
Thank you for stepping up,
Fire Mitch, Save America
If you'd like to support Save America Fund, you can click here to make a donation.
We believe that emails are the best way for our campaign to stay in touch with supporters like you. But if you'd like to receive fewer emails, you can click here.
If you'd like to unsubscribe from all our emails, click here.
Fire Mitch Save America
PO Box 5685
Louisville, KY 40255
Paid for by Save America Fund, [[URL REDACTED]],
Not authorized by any candidate or candidate's campaign.
Contributions or gifts to Save America Fund are not tax deductible. Fire Mitch Save America is a project of Save America Fund.",Francis Conole,U.S. House New York District 24,Democratic Party,Federal,Congress,conoleforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-10-02,15,Fri,c626d4cf906b1245325c6fa78a3954e8,a9253b42bd28dcb50f04caf22a06de40,No
27,Eric Trump,info@makingagreateramerica.com,I need you to put a stop to Chuck Schumer,"4 seats stand in the way of Chuck Schumer having COMPLETE CONTROL of the Senate. I know that you’re one of my father’s TOP SUPPORTERS, which is why I KNOW that you would do everything possible in order to put a STOP to Chuck Schumer before it’s too late. Mitch McConnell and I can’t do this alone. We need YOU.
4 seats.
4 seats stand in the way of Chuck Schumer having COMPLETE CONTROL of the Senate.
I know you, Alex. I know that you’re one of my father’s TOP SUPPORTERS, which is why I KNOW that you would do everything possible in order to put a STOP to Chuck Schumer before it’s too late.
Mitch McConnell and I can’t do this alone, Alex. We need YOU to chip in before 11:59 PM if we’re going to keep our Senate OUT of Chuck Schumer’s hands.
Additionally, we’ve activated a 400% MATCH on all conservative gifts that come in before midnight in order to keep the Senate RED.
MAKE YOUR CONTRIBUTION GO 4X AS FAR
RUSH DONATE BEFORE 11:59 PM
400% Match $1,000>>>
400% Match $500>>>
400% Match $250>>>
400% Match $100>>>
400% Match $50>>>
400% Match $25>>>
If we lose the Senate to Chuck Schumer, he will pack the Supreme Court with radical justices.
If we lose the Senate to Chuck Schumer, he will raise YOUR TAXES, Alex.
If we lose the Senate to Chuck Schumer, he will undo EVERY SINGLE ONE of my father’s accomplishments.
YOU can make sure that nightmare NEVER becomes our reality.
All donations will go 4X AS FAR in the fight to prevent Cryin’ Chuck Schumer from HIJACKING our Republican Senate Majority.
Thank you,
Eric Trump
Text MITCH to 47360 to receive mobile alerts! Team Mitch is happy to help at 1 800-403-1744. Reply HELP for help, STOP to end. Message frequency may vary. Msg&DataRatesMayApply. Terms and Conditions HERE.
PAID FOR BY MCCONNELL SENATE COMMITTEE
PO Box 1496
Louisville, KY, 40201
Don't want to receive any more of our emails? Click here to unsubscribe.",Alek Skarlatos,U.S. House Oregon District 4,Republican Party,Federal,Congress,https://www.alekfororegon.com/,12-02-2019,ballotpedia-campaign,,,,2020-08-19,19,Wed,9246bbcf7375e44766a3e16ae7115ad7,6269fbc1c2e7a0fc13d008b6bdf9b709,No
28,Team Mackler,info@jamesmackler.com,Stay safe,"JAMES MACKLER FOR U.S. SENATE
Hamilton County’s Health Department just issued a warning of “potential COVID-19 exposure at the Lincoln Day Dinner.” Last Friday, James Mackler’s opponents for Tennessee’s open U.S. Senate seat appeared unmasked at the widely attended political event. They’ve also both routinely downplayed the seriousness of the highly contagious virus and transmitted themselves across Tennessee in person in search of votes.
James knows real leaders don’t put their own political gain ahead of the health and safety of the people they seek to serve. And in this new crisis, we need more people like James, and fewer people like his opponents, representing us in the U.S. Senate.
Tomorrow is a big day, and whether or not we’re able to share James’ story of service with voters across the Volunteer State depends on what we do now. We have a goal to raise $20,000 for our Primary Day Fund before midnight tomorrow. If you can, please chip in today.
CHIP IN $5 NOW >>
Thanks,
Team Mackler
Paid for by James Mackler for U.S. Senate
James Mackler is a member of the Tennessee National Guard and a former member of the U.S. Army. Use of his military rank, job titles, and photographs in uniform does not imply endorsement by the Tennessee National Guard, the Department of the Army, or the Department of Defense.
This email was sent to [[EMAIL_REDACTED]]. Click here to unsubscribe",James Mackler,U.S. Senate Tennessee,Democratic Party,Federal,State,www.jamesmackler.com,12-02-2019,ballotpedia-campaign,,,,2020-08-05,20,Wed,0e60ad4cc08ca968065e265101c3f545,d91a63da24bac670ef627e6f5e7f32a0,No
29,Rich Finneran,info@richfinneran.com,Our quarterly filing goal,"Hi Alex,
I’m so grateful for the support you’ve shown me and my campaign team. Thanks to your support, we’ve been able to lay a strong foundation for our campaign for Attorney General.
The outcome of this race is critical for Missouri \-- our current unelected Attorney General is suing to end protections for people with pre-existing conditions rather than protecting our rights. Instead of doing his job, he’s trying to dismantle essential protections for the most vulnerable among us.
Eric Schmitt and his fellow Republicans want the ACA gone, and they will do whatever it takes, regardless of the consequences to working families.
But in order to stop Eric Schmitt and save the ACA, I need your help. Our first quarterly fundraising deadline of the year is coming up at the end of March, and we’ve set weekly benchmarks to ensure that we stay on track to compete with Eric Schmitt and his big-money donors. Unfortunately, right now, we are very short of where we need to be by tomorrow night. I’m hoping you can help.
We need to raise $2,540 more by midnight tomorrow to stay on track. Can you pitch in $25, $50, or whatever you can today to help us hit our goal? You can use this link to give: [[URL REDACTED]]
Thank you for everything you’ve done and for being such an important part of this campaign. When we win in November, it will be because of people like you.
Best,
Rich
Paid for by Finneran for Missouri, Christina Moore, Treasurer
Finneran for Missouri
P.O. Box 592
St. Louis, MO 63188
United States
If you believe you received this message in error or wish to no longer receive email from us, please unsubscribe.",Richard Finneran,Attorney General of Missouri,Democratic Party,State,State,https://www.richfinneran.com/home,12-02-2019,ballotpedia-campaign,,,,2020-03-12,14,Thu,fed0c9c963b5c271f89a4f15cca4eb6a,d6efe2aef7ee0a967c61a0b5a8c17ccf,No
30,Christy Smith,info@christyforcongress.org,"From the bottom of my heart, thank you","Friends,
I am writing this email with an energized spirit and a heart full of gratitude. Thanks to your support, we've reached our most important fundraising goal yet.
Lexie is still crunching the numbers, but the big takeaway we know: Our final report to the FEC before Election Day is going to show we've got the resources to flip this district and give Mike Garcia the boot.
It's the moments like these and the people like you that keep me going through the toughest moments of election season. Each time I've asked, you all have stepped up to the plate and helped secure the resources we need to run a winning campaign.
I know that every dollar is personal, especially during these challenging times, and each donation is an investment towards a better future. I won't let you down.
We now have more momentum than ever, and I look forward to the weeks ahead. We will make CA-25 a healthier, safer, more equitable place for everyone. I am so proud of the movement we're building together -- it's a team effort, and there is no doubt I have the best team out there.
Now let's go out and win this damn thing.
Many thanks,
Christy
Christy Smith is a community leader
Christy Smith is a community leader from CA-25 who has fought for her neighbors in Ventura and LA county on the school board and in the California state legislature. Now she needs our help to defeat Mike Garcia and flip this top pick-up House seat blue in November. Help elect a champion for our health care, our schools, and our rights.
DONATE
Paid for by Christy Smith for Congress.
This email was sent by Christy Smith
PO Box 301, 24307 Magic Mountain Pkwy, Valencia, CA 91355.
If you no longer want to hear from Christy Smith, click here to get off all our lists instantly. Questions or concerns? Contact us here.",Evelyn Farkas,U.S. House New York District 17,Democratic Party,Federal,Congress,https://evelynforny.com/,12-02-2019,ballotpedia-campaign,,,,2020-10-01,13,Thu,08fd0e61d13f26447a7b8c65d40f3540,c1204b6c48beb8bf48e5638afd08d30d,No
31,Matt Matern,info@matern2020.com,Thanks for signing up!,"Learn more about our campaign and how Matt is championing America at her best. View this email in your browser
Dear Friend,
Thank you for signing up to receive updates from our campaign.
I’m Matt Matern. I’d like you to know why I’m running for President of the United States. I invite you to watch my campaign video and visit my website to learn more about me.
# Watch now!
Plan to Untax America
I will make civility, decency, and bi-partisan collaboration on behalf of all our fellow citizens the key values of the American Presidency.
But I can only do it with your support.
Will you help us Untax the first $100K for families and $50K for individuals?
Will you contribute $3 right now as a symbolic gesture to show that you support our campaign?
Contribute $3
Together we can champion America at Her Best!
Thank you,
Matt Matern
Republican Candidate for President of the United States
Matt Matern
Facebook
Instagram
Twitter
Website
Copyright © 2019 Matern 2020, All rights reserved.
You are receiving this email because you opted in via our website.
Our mailing address is:
Matern 2020
PO Box 310
Manhattan Beach, CA 90267-0310
Add us to your address book
Want to change how you receive these emails?
You can update your preferences or unsubscribe from this list.
Paid for by Matern 2020",Matthew Matern,President of the United States,Republican Party,Federal,Country,www.matern2020.com,12-02-2019,ballotpedia-campaign,,,,2019-12-04,19,Wed,7814c91be8579a5ac052a582bf39a298,f772f151bfd5dba11a570e0d766d0df7,No
32,Defeat Sen. Cornyn (via MJ Hegar),info@mjfortexas.com,John Cornyn’s “thoughtful” new ad is LAUGHABLE❗,"But it might work if we can't fight back.
John Cornyn just put out another ridiculous ad trying to convince Texans that he’s “thoughtful.”
SET THE RECORD STRAIGHT
Here are some examples of how “thoughtful” John Cornyn is:
* He voted in favor of the lawsuit to repeal the Affordable Care Act in the midst of a pandemic, DESPITE hundreds of thousands of Texans relying on it for their health care.
* He called expanded unemployment insurance for all those suffering from COVID-19 “a mistake.”
* He said months ago that “there’s no urgency” to pass COVID-19 relief.
* He told a Dreamer that by advocating for other Dreamers, “this is not helping your cause, okay. This is not helping.”
* He played down climate change and the hottest temperatures on record by tweeting out “It’s summer.”
* And of course, he tweeted THIS:
Corona Cornyn
More than 225,000 dead Americans later, and the pandemic is still raging. The economy is in shambles, and John Cornyn has the audacity to claim that he’s “thoughtful.”
Help elect MJ Hegar -- a working mom and Purple Heart veteran who actually gets the problems Texans face every day.
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
Express donate $5 >>
Express donate $10 >>
Express donate $25 >>
Express donate $50 >>
Or, donate a different amount >>
\-- Team MJ
DONATE
It's clear we need a real leader for Texas and a Senate that prioritizes our health care. More than ever, we're relying on online fundraising to keep building the campaign we need to win in November, and we greatly appreciate your continued support >>
However, we know this is not an easy time for many. If you'd like to pause receiving fundraising emails for the next few weeks, please let us know here. We'll still keep in touch with important information and to ask your thoughts from time to time.
MJ Hegar was a member of the US Air Force and the Air National Guard. Use of her military rank, job, titles, and photographs in uniform does not imply endorsement from the Department of Defense, Air Force, or Air National Guard.
MJ for Texas
P.O. Box 7156
Round Rock, TX 78683
Contributions or gifts to MJ for Texas are not tax-deductible.
Paid for by MJ for Texas
If you believe you received this message in error or wish to no longer receive email from us, please unsubscribe.",Chrysta Castaneda,Texas Railroad Commission,Democratic Party,State,State,https://chrystafortexas.com/,12-12-2019,ballotpedia-campaign,,,,2020-10-28,21,Wed,eca74a02968ff864fcf7933bba3ff4fa,86be98fb5b35ca114a0a04cdb9f26f80,
33,Records via Dan Kildee for Congress,campaign@dankildee.com,Your support record: alexbrown4593@pcspe.me,"FEC Supporter Record
Our system may take time to update. If the record below is incorrect, please disregard this email.
Email: [[EMAIL_REDACTED]]
Zipcode: 49250
Q2 FEC Contributor: NO
FEC Deadline: MIDNIGHT
Remaining to Goal: $4,990
Suggested Contribution: $20
All Contributions are MATCHED UNTIL 11:59PM
If you saved your payment information with ActBlue Express clicking a button below will cause your donation to process instantly
CHIP IN $20 NOW
All eyes will be on Dan and Michigan Democrats after this critical FEC report. Our opponents are willing to do anything to win.
While Republicans have been holding up progress, Dan and his Democratic colleagues have worked hard to support working Michiganders: from passing legislation to address racial injustice, lower the cost of your prescription drugs to fighting to expand unemployment benefits during this period of uncertainty.
We need to prove Dan’s grassroots strength right now as we head into the height of election season. Please contribute a MATCHED contribution to help us prove our caucus’ strength before the FEC deadline TONIGHT.
If you saved your payment information with ActBlue Express clicking a button below will cause your donation to process instantly
DONATE $5 → $10
DONATE $10 → $20
DONATE $25 → $50
DONATE $50 → $100
OTHER
Congressman Dan Kildee – a Flint native – is proud to represent Michigan’s Fifth District. As a Democratic party leader, Dan is fighting hard to ensure every American has access to quality health care, clean water and a good-paying job. The path to protect the Democratic majority in the House runs right through the Midwest, and as Heartland Engagement Chair, Dan's job is to protect and elect Democratic candidates. But we can’t do it without you! Join the team and chip in here to protect our House majority and keep Dan fighting for Michigan in Congress.
CONTRIBUTE NOW >>
PAID FOR BY FRIENDS OF DAN KILDEE
Click here to unsubscribe from Dan's email list.
Friends of Dan Kildee
P.O. Box 248
Flint, MI 48501
United States",Gretchen Driskell,U.S. House Michigan District 7,Democratic Party,Federal,Congress,https://votegretchen.com/,12-12-2019,ballotpedia-campaign,,,,2020-06-30,13,Tue,9a5676d9b324ad700b5f6986db9ad08f,6c6ffce5d110c14233a688c61e9974f3,
34,Deborah Ross,info@deborahross.com,two weeks,"#
Team, we’re just TWO WEEKS away from our primary Election Day.
I’ve been visiting with volunteers and voters at early voting sites, and the energy is palpable.
Folks are so excited for new leadership in Washington, especially in our newly drawn 2nd congressional district -- where we’ve got a real shot at flipping this seat blue.
I’m ready to be the leader that North Carolinians deserve in Congress -- one who’s willing to roll up her sleeves and get things done. But I’m going to need you by my side in these critical final weeks. Can you chip in to my campaign right now?
If you've saved your payment information with ActBlue Express, your weekly recurring donation will go through immediately:
Chip in $5 a week >>
Chip in $10 a week >>
Chip in $25 a week >>
Chip in $50 a week >>
Chip in $100 a week >>
Chip in another amount >>
These last two weeks mean everything -- we’ve got a crowded primary field that we have to overcome.
I’m going to need your continued support so we can win our primary, continue on to November, and bring real leadership to North Carolina’s 2nd Congressional District.
Together, I know we can get it done.
Thanks for everything,
Deborah
Paid for by Deborah Ross for Congress
Deborah Ross for Congress
PO Box 28258
Raleigh, NC 27611
United States
unsubscribe",Deborah Ross,U.S. House North Carolina District 2,Democratic Party,Federal,Congress,https://deborahross.com/,12-12-2019,ballotpedia-campaign,,,,2020-02-18,18,Tue,ff9fc16a6f09ae3185848634c19c41e8,6c22fabf32ff9b33741738e7894912fb,
35,💔 this CNN poll BROKE our hearts!! (via ElectDemocraticWomen.org),info@electdemocraticwomen.org,📉 Joe Biden PLUMMETS,"4 MORE YEARS OF TRUMP?!?
BREAKING FROM CNN: TRUMP CRUSHES BIDEN’S LEAD IN CRITICAL SWING STATES →
Donald Trump
↓↓BIDEN: 49% ↓↓
↑↑ TRUMP: 48% ↑↑
Joe Biden
300%-MATCH ACTIVE: DONATE NOW TO ELECT DEMOCRATIC WOMEN AND DEFEAT TRUMP >>
Friend -- Our hearts SANK when we saw this CNN poll.
Donald Trump could easily STEAL the election AGAIN. He’s INCHES from having 4 MORE YEARS in the White House.
That means 4 MORE YEARS of anti-women policies, 4 MORE YEARS of hatred and division, and 4 MORE YEARS of an assault on our rights.
It’s absolutely TERRIFYING but it’s HAPPENING.
We need to act FAST and elect an unstoppable STAMPEDE of Democratic women for Joe Biden and Kamala Harris who will END the Trump Administration’s anti-choice regime!
So, we’re rushing to raise $8,540 by MIDNIGHT tonight to elect Democratic women and RUIN Trump!! RUSH $5 (300%-MATCHED) NOW >>
300%-MATCH $5 NOW >>
300%-MATCH $35 NOW >>
300%-MATCH $50 NOW >>
300%-MATCH $100 NOW >>
300%-MATCH $250 NOW >>
Or donate another amount >>
HURRY!
Elect Democratic Women
This message was sent to: [[EMAIL_REDACTED]]
Click here to receive fewer emails. | Click here to unsubscribe.
Elect Democratic Women
Friends, here’s the hard truth: If the U.S.P.S. collapses, so does vote-by-mail... which means Trump will WIN re‑election.
TRUMP: Postal Service is a JOKE.
If we want to rescue the U.S.P.S. and save the election in one fell swoop, it will take a grassroots MIRACLE. That's where you come in!
REMEMBER: It will be IMPOSSIBLE to elect Demcoratic women if Trump closes the Post Office. Can you find it in your heart to chip in now?
DONATE TO SAVE THE U.S.P.S. NOW ➞
PAID FOR BY ELECT DEMOCRATIC WOMEN ([[URL REDACTED]]) AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE’S COMMITTEE
This message was sent to: [[EMAIL_REDACTED]]
If you’d like to change or update your email address, click here. If you'd like to receive fewer emails, click here. If you’d like to unsubscribe from our emails, click here.
Thank you for supporting Elect Democratic Women. Our organization was formed by a group of Democratic Congresswomen who understood that Congress cannot and will not address the urgent needs of women and their families without equal representation in Congress.
We’re committed to electing more Democratic women to Congress in 2020 and beyond. President Trump, the Republicans and the Supreme Court are rapidly chipping away women’s rights, so the stakes and the urgency could not be higher.
'Let's elect more pro-choice women.' - Hillary Clinton
We rely on grassroots donors like you to fund our efforts. If you'd like to donate to help our efforts, please click here:
Donate $5 to Elect Democratic Women Today ➞
If we elect more Democratic women we’ll be able to defeat Donald Trump, protect Roe v. Wade, finally pass the Equal Rights Amendment, and so much more.
'There is no limit to what we, as women, can accomplish.' - Michelle Obama
Emails are a crucial way to stay in touch with our top supporters. If we're going to take on the Trump Administration, we need you with us every step of the way.
If you'd like to donate to support our efforts, please click here:
Donate $5 to Elect Democratic Women Today ➞
If you'd like to receive fewer emails, click here. If you'd still like to unsubscribe from our emails, click here.",Sean Maloney,U.S. House New York District 18,Democratic Party,Federal,Congress,https://seanmaloney.com/,12-02-2019,ballotpedia-campaign,,,,2020-09-12,14,Sat,7ebe4e46c78838280a4187cfcf8c3785,32a2b8ddcbb1a50db49ee593d9ff99c6,Yes
36,🔶 Katie Porter Ads: 4X-Match Activated [ECU],admin@endcitizensunited.org,IMPORTANT Katie Porter Update,"We’re begging you to fuel our ads or we will lose our House Majority.
End Citizens United is dedicated to electing Democrats, transforming our broken campaign finance system, and ultimately ending Citizens United. If you really want to receive only our most urgent emails or unsubscribe, click here.
We'll 4X-MATCH your $5 donation to pay for our ads to SAVE Katie Porter from Trump's attacks. Here's why >>
1. We launched a HIGHLY effective ad campaign to save Katie Porter AND our House Majority:
A Major Ad Campaign to SAVE Katie Porter
2. So now Trump's SCRAMBLING to save his vile Republican running against Katie. We have to fight back now more than ever!!
3\. We are going all in to raise $20,000 by tomorrow at midnight to fuel our ad campaign to keep Katie afloat. PLEASE chip in $5 now to fund our ads and humiliate Trump >>
400%-MATCH: $5 ➞
400%-MATCH: $25 ➞
400%-MATCH:
Custom Amount ➞
If we don't keep our ads up, all hopes of saving Katie Porter and our House Majority will be crushed.
TRUMP. WILL. WIN.
We can’t let Trump steal her election out from under her. We’ll lose our House Majority!
So we're BEGGING you. Please chip ANYTHING you can to pay for our ads to SAVE Katie Porter and our House Majority! >>
400%-MATCH: $5 ➞
400%-MATCH: $25 ➞
400%-MATCH:
Custom Amount ➞
Please be generous,
[[URL REDACTED]]
This message was sent to: [[EMAIL_REDACTED]]
Click here to receive fewer emails. | Click here to unsubscribe.
End Citizens United
Thank you for supporting End Citizens United PAC. Our entire team is working to the bone to pass SWEEPING Campaign Finance Reform -- the future of our Democracy depends on it:
DONATE TO END CITIZENS UNITED ➞
When we pass the Constitutional Amendment to overturn Citizens United, our movement will go down in history as HEROES. And when the next generation asks what you did to stop Donald Trump, you’ll be able to say you were a Proud Member of End Citizens United.
We know we send a lot of emails. And you might be wondering why: We aren’t a SuperPAC. We’re not funded by billionaires. We rely on Democrats giving an average gift of $13 to emails like this to fuel our entire operation. We spend EVERY DIME so efficiently by running proven effective ads to win the most competitive races, pushing HARD to pass Sweeping Campaign Finance Reform, and building our movement.
However, if you'd like to receive fewer emails, you can click here. If you'd like to unsubscribe from our emails, click here. If you'd like to donate to help fund our efforts to fix America's broken campaign finance system, please click here.
From the entire End Citizens United team, thanks for your support!
* * *
End Citizens United PAC
P.O. Box 66005
Washington, D.C. 20035
PAID FOR BY END CITIZENS UNITED PAC ([[URL REDACTED]]) AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
DONATE TO END CITIZENS UNITED ➞",Sean Maloney,U.S. House New York District 18,Democratic Party,Federal,Congress,https://seanmaloney.com/,12-02-2019,ballotpedia-campaign,,,,2020-08-24,10,Mon,5d653e2d4f7d070bdc84860c1a8bf455,32a2b8ddcbb1a50db49ee593d9ff99c6,Yes
