,body_text,name,office_sought,party_affiliation,office_level,district_type,uid_email
146,"#
Friend,
On June 1st, I marched with protestors in Atlanta. The crowds -- composed of people from various ethnicities and gender identities -- declared that ALL Black lives matter.
We heard from Atlanta City Councilmen Antonio Brown and Matt Westmoreland as they acknowledged that Atlanta has been plagued with systemic racism that has created and sustained an underclass who are finding it more and more difficult to climb out of poverty.
We heard from local Black Lives Matter activists and attorneys who spoke the names of Black women and men who have died at the hands of unchecked police violence in this city.
And we heard from activists who detailed clear policy proposals, including the implementation of the Obama Policing Initiative in Atlanta, a state hate crimes law, and state laws that reflect California’s bold effort to protect its citizens against dangerous, irresponsible police.
All of these voices acknowledged that white supremacy and anti-Black violence are the root of this country’s most systemic issues. And we all marched peacefully in an organized fashion to amplify this message. Unfortunately, we were met with hostility from law enforcement along the way as the Atlanta Police Department, Highway Patrol, and the National Guard kettled us downtown on Washington and Trinity.
Their presence was meant to strike fear in us. No one felt they were there to protect us. We all felt they were there to intimidate and mute our voices and push the narrative that protestors are unorganized, violent, and destroying neighborhoods. But we stood strong and continued to chant the names of Black lives -- locally and nationally -- that have been choked off by police violence. I, and the others standing alongside me, demanded to be released from the sidewalks where they confined us. We demanded that they cease their attempts to control our movements and herd us like sheep. Law enforcement eventually dispersed and allowed us to continue with our demonstration.
An hour later, the crowd that started at around 200 in number grew to thousands as people continued for three hours to march peacefully from the MLK Memorial Site on Auburn Ave. to Centennial Olympic Park, parts of Midtown, back through Downtown, and ending at the MLK Memorial Site.
The feeling and spirit in the air was not one of fear or sadness, it was one of power and possibility. The organizers and protestors I spoke with were all hopeful that change in this country is on the way, and that white supremacy’s grip on this nation’s institutions and leadership is becoming obsolete. We marched because we hate what this country has been to Black, Brown, and Indigenous people, but love what it could be if we continue to collectively fight for those that this country has dehumanized and exploited.
So, if you agree, or if you want to learn about what we march for, then join Team Sarah for a protest this Saturday, June 6th, at Big Bethel AME Church in Atlanta from 11 a.m. - 3 p.m.
JOIN US
I am proud to not only stand alongside the thousands of Atlantans in protest against anti-Black violence, but I am also proud to staff Sarah Riggs Amico’s U.S. Senate Campaign as the Director of Faith Outreach -- because I know that she values Black life.
To defeat white supremacy in this country, we need leaders who understand that the soul of this country is on trial. We need leaders who have proven that they are committed to dismantle white supremacy’s deadly stronghold on this country. We need leaders who will listen to marginalized communities and act swiftly against injustice. We need leaders who understand the dangerous and often deadly intersections of race, class, and gender identity and whose policies uplift the inherent worth and dignity of all human beings, especially those historically declared unworthy by this country. We need leaders with, in the words of Rev. Dr. Martin Luther King, Jr., a heart full of grace and a soul generated by love who desire to be servants.
I am confident that Sarah Riggs Amico is that servant leader, and that she will take the pain, cries, and demands of the people with her to this nation’s capital.
Will you join us in protest on Saturday? Sign up here.
Thank you,
Rev. Amber Lowe
Director of Faith Outreach, Sarah for Senate
JOIN US
Atlanta Protests
Paid for by Sarah Riggs Amico for Georgia, Inc.
Sarah Riggs Amico for Georgia, Inc.
PO Box 4221
Marietta, GA 30061
United States
unsubscribe",Sarah Riggs Amico,U.S. Senate Georgia,Democratic Party,Federal,State,26f24776943b5efc747bfb219a8af28c
147,"Dealing with these issues at the foundational level is why I’m running for President and it’s why I am protesting the root of the problem - the United States Constitution. Ya'at'eeh Alex, Black Lives Matter. On Saturday June 6, there were protests across the country regarding the murder of George Floyd and institutionalized white supremacy. In DC tens of thousands of pr
Ya'at'eeh Alex,
Black Lives Matter.
On Saturday June 6, there were protests across the country regarding the murder of George Floyd and institutionalized white supremacy. In DC tens of thousands of protesters marched and rallied throughout the city. I made a sign and joined this historic march.
The front of my sign read “Black Lives Matter” and the back of the sign had the word “We” crossed out and read “All the People.” I wanted everyone to know that I stand in solidarity with the African-American community and, as a presidential candidate, I unequivocally state that “Black Lives Matter”. But I also wanted people to know the reason that, to this day, we need to state “Black Lives Matter” in this country is because of what is written in our Constitution.
The United States of America is not racist, sexist and white supremacist in spite of our foundations. No, the unfortunate truth is that we are racist, sexist and white supremacist because of our foundations.
Last Wednesday, President Trump tweeted that he as been the best President since Abraham Lincoln for the African American community. And in a letter to his supporters, Joe Biden tried to remind them that “in some of our darkest moments of despair that we’ve made some of our greatest progress.” And the first example he gave was that after the Civil War we passed the thirteenth amendment.
So, after the public institutional lynching of George Floyd, both Donald Trump and Joe Biden sought to reassure our nation by claiming to uphold, and stand in solidarity with, the legacy of President Abraham Lincoln.
Time for a history lesson: Abraham Lincoln was a blatant white supremacist who didn’t give a crap about black lives. In a speech in 1858, he stated, “I am not, nor ever have been, in favor of bringing about in any way the social and political equality of the white and black races.”
In response to an op-ed in 1862 calling for the immediate emancipation of enslaved people, President Lincoln responded with a letter stating the following: “My paramount object in this struggle is to save the Union, and is not either to save or to destroy slavery. If I could save the Union without freeing any slave I would do it, and if I could save it by freeing all the slaves I would do it; and if I could save it by freeing some and leaving others alone I would also do that.”
That quote has been etched into marble stone and is hanging in the small museum located at the base of the Lincoln Memorial, proudly stating to all who pass by, that Abraham Lincoln did not believe that black lives matter.
So it should be no surprise that the thirteenth amendment, the cornerstone of Abraham’s Lincoln’s legacy (ratified in 1865), doesn’t actually abolish slavery: “Neither slavery nor involuntary servitude, except as a punishment for crime whereof the party shall have been duly convicted, shall exist within the United States, or any place subject to their jurisdiction.”
The thirteenth amendment merely redefines and codifies slavery under the jurisdiction of the criminal justice system.
The very system that lynched George Floyd.
Any meaningful reform to our criminal justice system must begin with the complete and full abolishment of slavery. The clause in the thirteenth amendment must be removed. So while Joe Biden and Donald Trump are promising to lean into the legacy of a very blatant white supremacist named Abraham Lincoln, I am the only candidate in the 2020 Presidential election whose platform seeks to break with the legacy of Abraham Lincoln by actually abolishing slavery.
Dealing with these issues at the foundational level is why I’m running for President. And so after I marched with the public, loudly proclaiming to the nation, and even the world, that “Black Lives Matter,” I walked down Constitution Ave and stood in front of the National Archives to protest the root of the problem - the United States Constitution.
Over the past two weeks, interest in our campaign has grown rapidly as I am the only Presidential candidate whose platform deals with the foundations and calls for the abolishment of slavery. Our campaign for #AllThePeople has an incredible opportunity to not only deepen, but even help direct the national dialogue on police reform. But we need your help. Please continue to promote our campaign. The campaign announcement video continues to be one of the best tools we have to address the challenges our country is facing.
We are working hard to collect signatures remotely in the states of New Mexico, Alaska, North Dakota and New Hampshire. And we are also raising money to pay the $35,000 fee to get on the ballot in Oklahoma.
So far, in just the first week of June, we have raised nearly $4,500 towards our goal of $50,000. This is a great sign that we may have our best fundraising month to date. And so we ask you to please consider donating to our campaign today.
Ahéhee’ my relatives. Walk in Beauty.
Mark Charles
DONATE
Links to recent Campaign Media:
1. VIDEO: Protesting the Constitution
2. VIDEO: Criminal Justice Reform, Abolishing Slavery and the Dynamics of Power vs. Authority
3. VIDEO: Campaign Announcement video (FULL)
4. VIDEO: Live Stream regarding George Floyd
5. VIDEO: 2 minute summary video of Live Stream regarding George Floyd
Paid for by The Committee to Elect Mark Charles for President
Committee to Elect Mark Charles for President, PO Box 90034, Washington, DC 20090, United States
Unsubscribe",Mark Charles,President of the United States,Independent,Federal,Country,ccda2496309f6ac813ca956f8c087a0e
148,"Claire Russo - Congress 2020Join us.
Hey there,
Last week, Captain Brett Crozier, commander of the USS Theodore Roosevelt, sounded the alarm about his sailors' lives being put at risk as COVID-19 was spreading throughout the aircraft carrier.
This may have broken the Navy chain of command, but Captain Crozier did what any great leader does in unprecedented times; he took a risk and put his own career on the line to save the lives of his troops. But instead of being heralded for his brave action, our leadership structure has closed ranks and removed him from command.
Captain Crozier took an oath to defend our country against all enemies, foreign and domestic. In sending this letter, he upheld that oath. He was protecting his ship against the silent and deadly COVID-19 virus.
I know what it means to have the system fail you. Sixteen years ago, shortly after joining the Marines, I was sexually assaulted by a fellow Marine Officer. I reported the crime, I cooperated with the investigation, but the Marine Corps failed to prosecute. I fought to bring my attacker to justice, and I took a lot of risk in the face of the opposition from my command, in order to be certain that the man who attacked me never hurt another Marine.
Part of being a leader is standing up and speaking truth to power. Captain Crozier knew he was taking a risk when he sent that letter without the supervision of his command. Just as I knew I was taking a risk when I worked with civilian authorities without the consent of my command to prosecute the Marine who assaulted me.
Now, more than ever, we need leaders like Captain Crozier who are willing to raise the alarm.
Add your name to join me in calling on all our elected officials to hold the Navy leadership's feet to the fire and demand that the very real issues raised by Captain Crozier are addressed to protect our service members instead of trying to sweep it all under the rug. Sign our petition today.
SIGN THE PETITION
Thank you,
Claire
P.S. Read my full op-ed in Blue Virginia about Captain Crozier here.
This email was sent to: [[EMAIL_REDACTED]]
We believe that emails are an important way for Claire and our team to stay in contact with supporters like you. We appreciate any feedback you might have -- positive or negative. Click here to contact us with any questions, concerns, or ideas. Click here if you would like to unsubscribe from email updates from Claire Russo for Congress.
Contributions or gifts to Claire Russo for Congress are not tax deductible.
Paid for by Claire Russo for Congress
[[URL REDACTED]]",Claire Russo,U.S. House Virginia District 5,Democratic Party,Federal,Congress,06447f7d5101684dc7ada0984b9bbe70
149,"BREAKING: ""Betsy DeVos Changed The Rules For How Schools Handle Sexual Assault Reports, And Advocates Say It Will Hurt Survivors""
\-- Buzzfeed News, 5/6/2020
We think our government and schools should be increasing protections for survivors of sexual assault, not rolling them back. But we want to know your thoughts. Take our short poll today >>
Last week, Department of Education Secretary Betsy DeVos issued new rules around sexual assault on college campuses, making it harder for survivors to get the justice they deserve.
We think it's pretty cut and dry: colleges and our government should be doing everything they can to protect survivors.
For Claire, these new rules are personal. As a survivor of sexual assault, Claire understands first hand how difficult it is for victims to report the crimes committed against them -- and she knows from experience how important due process is to our justice system.
But these rule changes make it harder to report sexual harassment and assault -- making our students less safe. Our universities are facing a crisis of sexual assault and harassment, and Betsy DeVos has shown time and time again she is not looking out for the safety of our students. In Congress, Claire will be committed to protecting survivors.
We want to know where you stand on this issue, team:
Do you think that we need to increase protections for survivors of sexual assault? Take our one question poll now >>
Yes No
Thank you,
Team Russo
​ Claire Russo is running for Congress because it's time people in Virginia's 5th District had a leader who will fight for affordable health care, good-paying jobs, and to get big money out of politics. If you're with her, chip in $5 or more to help her win.
DONATE
This email was sent to: [[EMAIL_REDACTED]]
We believe that emails are an important way for Claire and our team to stay in contact with supporters like you. We appreciate any feedback you might have -- positive or negative. Click here to contact us with any questions, concerns, or ideas. Click here if you would like to unsubscribe from email updates from Claire Russo for Congress.
Contributions or gifts to Claire Russo for Congress are not tax deductible.
Paid for by Claire Russo for Congress
[[URL REDACTED]]",Claire Russo,U.S. House Virginia District 5,Democratic Party,Federal,Congress,06b0f1095252b2345b3a29cd580609d4
150,"Make your voice heard
Friends,
Since 1918, there have been nearly 200 failed attempts to make lynching a federal crime.
What you do now will determine if our next attempt fails again, or if we finally get it done. Kamala Harris, Cory Booker, and Tim Scott have a bill that has strong bipartisan support. It would pass and be sitting on the President's desk to sign or veto -- but Mitch McConnell won't bring it to the floor for a vote. Yesterday, it took only one extremist Senator to block it.
This isn’t partisan. There are plenty of votes in both parties to pass this. That’s why Mitch McConnell won’t allow a vote. He wants it to fail for what is close to the 200th time.
Contact your Senator. Demand that a vote be held. Sign my petition and make your voice heard today >>
In this moment where we must come together as a country to meaningfully discuss steps toward ending centuries of systemic racism, what a horrible message the failure of this bill would be. Passing this bill is far from the only thing we must do to combat injustice and racism, but when we have an opportunity to right an obvious wrong with bipartisan support, we must seize it.
We cannot let Mitch McConnell stop what is so clearly the right thing to do.
Thank you.
-Doug
PAID FOR BY DOUG JONES FOR SENATE COMMITTEE
PO Box 131025 Birmingham, AL 35213
This message was sent to: [[EMAIL_REDACTED]].
Contributions or gifts to Doug Jones for Senate Committee are not deductible for federal income tax purposes.
An individual or non-multicandidate federal PAC may contribute a maximum of $2,800 per election. A multi-candidate Federal PAC may contribute a maximum of $5,000 per election. The 2020 Primary and 2020 General elections are separate elections. Contributions from corporations, labor organization treasury funds, foreign nationals, and federal government contractors are prohibited. Contributions must be made from the contributor’s own funds, not those of another and contributors may not be reimbursed by any other person or entity.
Federal law requires us to use our best efforts to collect and report the name, mailing address, occupation and name of employer of individuals whose contributions exceed $200 in an election cycle.
We believe that emails are a crucial way for our campaign to stay in touch with supporters like you. However, if you’d prefer to receive fewer emails, you can click here. If you would like to unsubscribe, click here. Thanks for your support!",Lulu Seikaly,U.S. House Texas District 3,Democratic Party,Federal,Congress,79f6f71fa8e49f20fde7de3aa5c1a1a6
151,"A coalition of law enforcement endorsed Anna Paulina Luna.
\- MEDIA RELEASE -
FOR IMMEDIATE RELEASE:
September 22, 2020 CONTACT: Grace Albergo
[[URL REDACTED]]
Law Enforcement Community Endorses Anna Paulina Luna
Saint Petersburg, FL\- Today, Anna Paulina Luna announced that Pinellas Sheriff Bob Gualtieri, the Sun Coast Police Benevolent Association, and the Florida Police Benevolent Association endorsed her against Charlie Crist in the race for Florida's 13th Congressional District.
Sheriff Bob Gualtieri said:
""Anna Paulina Luna is not your average candidate. When politicians seem more concerned about having power than delivering results, Anna stands out because she's different. A military veteran from humble beginnings, Anna experienced and overcame more than most. Anna is about taking action and getting the job done. She respects law enforcement and the people we serve. We know Anna will be a strong partner as we work to keep our communities safe.""
The Florida Police Benevolent Association is the largest professional association for law enforcement officers in Florida. They said:
""We are proud to endorse Anna Paulina Luna for the United States House of Representatives District 13. She demonstrates a steadfast commitment to the men and women of law enforcement and corrections. We know she will always have our back.""
Anna Paulina Luna said:
""It's my honor to have the support of Sheriff Gualtieri and the broader law enforcement community.
Growing up, I experienced poverty, drug abuse in my family, crime in all my surroundings, and incarceration of those close to me. I understand what it's like to be wary of law enforcement.
But, the fact is that law enforcement officers and their families overwhelmingly are good people who are so dedicated to serving their communities that they put their own lives at risk. This fact should stop being ignored by our leaders in Congress as they debate and decide the future of law enforcement and policing in this country.
Like Charlie Crist, many hollow politicians turned their backs on our brave officers. But these politicians also turned their backs on the many families, seniors, business owners, and other ordinary people of all races, backgrounds, and beliefs who depend on law enforcement officers to protect them.
Safe communities are the foundation of a strong economy and a high-quality way of life.
The law enforcement community deserves our respect and support. We can address the wrongdoings of a small few without targeting and tarnishing the many who are brave and helpful every day.""
###
'
PLEASE HELP US SPREAD THE NEWS!
Use the share buttons below.
Share Share
Tweet Tweet
Forward Forward
Contribute $20.20 Today
Paid for by Anna Paulina Luna for Congress.
Anna Paulina Luna served in the U.S. Air Force. Use of military rank, job titles, and photographs in uniform does not imply endorsement by the Department of the Air Force or the Department of Defense.
[[URL REDACTED]]
[[URL REDACTED]]
[[URL REDACTED]]
Website
Copyright © 2020 Anna Paulina Luna for Congress, All rights reserved.
You are receiving this email because you opted in via our website.
Our mailing address is:
Anna Paulina Luna for Congress
PO Box 23064
1201 Gandy Boulevard North
St Petersburg, FL 33742-3064
Add us to your address book
Want to change how you receive these emails?
You can update your preferences or unsubscribe from this list.","Anna Paulina ""Luna"" Gamberzky",U.S. House Florida District 13,Republican Party,Federal,Congress,d4bccdf0f1f28e62dec745f320e60551
152,"How will you help lead our grassroots campaign to victory?
Before the stock market cratered in March, a group of politicians made millions dumping their own stocks. There’s no greater crime than to betray your own country in a time of crisis. Let’s clean house and get this economy moving again.
Facebook
Twitter
Instagram
YouTube
Website
Hello Alex
The weather is warm, Iowa is reopening, and Planting Season 2020 is full steam ahead. You can almost feel June 2 coming fast.
With just 30 days left until this election, I've been putting up 100s of yard signs and barn signs across our district. The momentum our campaign is feeling has been overwhelming. I'm humbled by messages of support from longtime friends and newly inspired supporters.
At this time, I only have ONE question for you: How can you help lead our grassroots campaign to victory?
If you don't have an answer, I can make a few suggestions...
1\. Have you voted? Absentee voting started last week and you should have received a request form in the mail. If you didn't, print this form out and mail it to your county auditor. Casting your ballot is the best way to make sure we get the support we need to win on June 2.
ABSENTEE BALLOT REQUEST
2\. Have a yard/barn sign? To show your support, get ahold of one of our yard signs. They're moving out the door fast so be sure to let us know you want one or have a good spot for a 4x8 sign TODAY.
PUT UP A SIGN
3\. Have time to call your neighbors? There's no better way to get the word out about our campaign than calling those you know and trust. Let us know below if you're interested in making calls!
CALL YOUR NEIGHBORS
4\. Have you seen last week's debate? If not, click here to watch. Please share the link far and wide; it's critical voters know who is looking to represent them. Coming off of a strong showing, I'm confident Iowans will make the right choice in this election. And mark your calendars, there's two more chances to see all the candidates together: over the radio on May 11 in Spencer and on TV with PBS on May 14 in Des Moines.
WATCH THE DEBATE
As always, get in touch with me at [[URL REDACTED]] or (712) 579-4753 to tell me about your vision for Iowa or to lend a hand on our campaign. I look forward to hearing from you.
Even during these times, our campaign continues to be the most accessible to any Iowan. I truly care about what's important in your lives.
I appreciate your continued support.
Your neighbor,
p.s. We need you to keep telling more people about our campaign. As we shift to a more virtual campaign, we need you to help us spread our message on Facebook, Instagram, or however you communicate with others from home.
RECENT COVERAGE
""Our farmers are in the middle of a monopoly sandwich. On one side, when they buy their inputs, there's four companies that control over three quarters. On the other side, it's the packers. The DOJ could go after these monopolies, which is what they’ve become, but who am I to say that politicians should follow the laws they write?""
""As Iowans, we feed the world but our family farms are starving to death. But one thing we do have over China is they don't have enough arable ground to feed their whole country. So, we can leverage our trade agreements, get to a place where our farmers can make money, and then our state can grow.”
DEBATE RECAP
Miss last week's debate?
There was a clear difference between the candidates and a clear winner that night. Watch it in full here or some of the debate highlights like on ethanol.
STAY INFORMED
On the issues:
* Protecting Life
* Lowering Healthcare Costs
* Securing the Border
* Sticking up for Iowa Energy
* and much more...
GET INVOLVED
YARD AND BARN SIGNS NOW AVAILABLE! EMAIL [[URL REDACTED]] TO GET YOURS TODAY!
We can't let this election be determined by Washington or Des Moines insiders. Send your neighbor to Congress instead! Even if you're unable to donate we still need your help!
Serve as a neighborhood team captain? Know a good place for a barn sign? Send an email to [[URL REDACTED]] to lend a hand!
Be sure to like us on Facebook and follow us on Twitter and Instagram to stay up to date!
Copyright © 2019 Richards For Congress, All rights reserved.
You signed up to receive this message at an event, on Facebook, or through our website.
Bret Richards is a former member of the United States Army. Use of his military rank, job titles, and photographs in uniform does not imply endorsement by the Department of the Army or the Department of Defense.
Our mailing address is:
Richards For Congress
P.O. Box 293
Irwin, Iowa 51446-0293
Want to change how you receive these emails?
You can update your preferences or unsubscribe from this list.",Bret Richards,U.S. House Iowa District 4,Republican Party,Federal,Congress,11e48cbe7ebdff28fe5846eec85a46d1
153,"With just over 100 days to go until the election, it's time to get actively involved in the future of Iowa and our country.
Facebook
Twitter
Instagram
YouTube
Website
Hello Alex
Over 80% of Americans want term limits. Think about that: 80%. You can't get 80% of people in a room to agree on the temperature of the thermostat. WHY can't we pass something that 260 million people want passed? Because politicians don't care about us, they care about their careers.
I'm counting on your help to change DC by sending someone like you, your neighbor—someone who cares more about our country than moving to the next taxpayer job—to Congress. I'm committed to serving five terms and coming home. How do you know I'll do what I say? Because it's who I am and I'm guessing it's who you are also. As Iowans, integrity is important to us.
On Friday, the news out of DC was discouraging once again as the DOJ decided not to charge Andrew McCabe with a crime. The Inspector General said he lied under oath. Would any one of us get a pass for lying under oath? I doubt it. Why do politicians and bureaucrats continually get by with breaking the law. The answer is simple, we let them.
Together, we can make a difference. I need your help TODAY. Email us right now at [[URL REDACTED]] Don't wait until after dinner.
Get your friends involved, like and share our Facebook page, make calls, knock doors, put up signs, and yes make a contribution. Anything you can do to help will make a difference.
HOST A GATHERING
KNOCK DOORS
LIKE US ON FACEBOOK
PUT UP A SIGN
As always, get in touch with me at [[URL REDACTED]] or (712)-579-4753 to tell me about your vision for Iowa or to lend a hand on our campaign. I look forward to hearing from you.
Please read on to see what I've been up to this week and all of the things we will accomplish together in the coming months.
I appreciate your continued support.
Your neighbor,
p.s. 106 DAYS until the primary on June 2nd. We NEED your support today!
BUILDING OUR NETWORK
Continuing the work to expand our volunteer network all across this district. I've been meeting with supporters in coffee shops, libraries, and even legislative town halls from New Hampton to Logan and back. Our grassroots campaign is taking our efforts to the next level to return power in Washington back to the everyday Iowan.
RECENT COVERAGE
""I live within a budget. My companies have always lived within budgets. And Iowans know how to live within budgets. But for two years, the House and Senate were Republican controlled and we still didn't have a balanced budget. We have to start electing people that don't care about a career and will stop spending like a bunch of drunken sailors.""
UP NEXT
Looking forward to a great week connecting with supporters in every corner of the district and hearing from voters at their front door. Also excited about going on a college visit with my oldest son to the University of Iowa. Go Hawks!
STAY INFORMED
On the issues:
* Protecting Life
* Lowering Healthcare Costs
* Securing the Border
* Sticking up for Iowa Energy
* and much more...
GET INVOLVED
BARN SIGNS ARE AVAILABLE NOW! EMAIL [[URL REDACTED]] TO GET YOURS TODAY!
We can't let this election be determined by Washington or Des Moines insiders. Send your neighbor to Congress instead! Even if you're unable to donate we still need your help!
Serve as a neighborhood team captain? Know a good place for a barn sign? Send an email to [[URL REDACTED]] to lend a hand!
Be sure to like us on Facebook and follow us on Twitter and Instagram to stay up to date!
Copyright © 2019 Richards For Congress, All rights reserved.
You signed up to receive this message at an event, on Facebook, or through our website.
Bret Richards is a former member of the United States Army. Use of his military rank, job titles, and photographs in uniform does not imply endorsement by the Department of the Army or the Department of Defense.
Our mailing address is:
Richards For Congress
P.O. Box 293
Irwin, Iowa 51446-0293
Want to change how you receive these emails?
You can update your preferences or unsubscribe from this list.",Bret Richards,U.S. House Iowa District 4,Republican Party,Federal,Congress,d47eaff6b6b1a4237a7a3ccf48384cee
154,"Have you requested an absentee ballot? The first day to vote is this Thursday, April 23. Exercise your civic duty and cast your ballot for #TeamBret!
😷 China's Lies Threaten Us All | Bret Richards for Congress
For months, the Communist Chinese government misled the world and we're now facing deadly consequences at home. China only cares about China. We need to come together as Americans, face facts, and realize the growing threat.
Facebook
Twitter
Instagram
YouTube
Website
Hello Alex
I hope you and your family are doing well and staying healthy.
Because there's no school, sports, or routine right now, it might seem like the world has stopped. But the election keeps going!
We have just SIX WEEKS to go until Primary Day, but did you know voting starts THIS THURSDAY?
Iowa's Secretary of State and your County Auditors' offices are working very hard to make sure you and your neighbors can safely cast your ballot by absentee before June 2nd. Don't let all their hard work go to waste.
Request your absentee ballot TODAY, fill it out for #TeamBret, and send it back to your County Auditor.
ABSENTEE BALLOT REQUEST
Don't wait to vote this time around. With limited polling locations in June, you won't want to waste time waiting in line to make your voice heard.
No matter how you vote, keep in mind those who haven't yet been liberated. In Communist China, over one billion people don't have that right. Their voices have been silenced. When the people don't get a say, you get runaway centralized government that puts the people's wishes last.
Everyday there's a bit more information that comes out about how China tried to cover up what they knew about COVID-19. But for decades, this has been the playbook. China has been lying about their human rights abuses, trade manipulation, and cybercrime against the American homeland.
For far too long we've blindly trusted China. The Communist Party will starve their own people if it means they can have more power. What do you think they will do to us Americans if we get in their way?
Your right to vote is precious. Use it and make a difference. Otherwise, we might get an out-of-control government that could care less what the people think.
May God continue to watch over you and bless our great country.
TELL FIVE FRIENDS
LIKE US ON FACEBOOK
PUT UP A SIGN
EMAIL ME A QUESTION
As always, get in touch with me at [[URL REDACTED]] or (712) 579-4753 to tell me about your vision for Iowa or to lend a hand on our campaign. I look forward to hearing from you.
Even during these times, our campaign continues to be the most accessible to any Iowan. I truly care about what's important in your lives.
I appreciate your continued support.
Your neighbor,
p.s. We need you to keep telling more people about our campaign. As we shift to a more virtual campaign, we need you to help us spread our message on Facebook, Instagram, or however you communicate with others from home.
RECENT COVERAGE
""At the next possible moment, the legislature needs to reconvene, re-examine these broad emergency powers, and decide which of our rights cannot be infringed...[These questions are] important to have answers to now so we’re not blindsided when the wrong person gets in charge. Because while we can take some comfort in this temporary safety, we know our God-given liberties must remain eternal.""
STAY INFORMED
On the issues:
* Protecting Life
* Lowering Healthcare Costs
* Securing the Border
* Sticking up for Iowa Energy
* and much more...
GET INVOLVED
YARD AND BARN SIGNS NOW AVAILABLE! EMAIL [[URL REDACTED]] TO GET YOURS TODAY!
We can't let this election be determined by Washington or Des Moines insiders. Send your neighbor to Congress instead! Even if you're unable to donate we still need your help!
Serve as a neighborhood team captain? Know a good place for a barn sign? Send an email to [[URL REDACTED]] to lend a hand!
Be sure to like us on Facebook and follow us on Twitter and Instagram to stay up to date!
Copyright © 2019 Richards For Congress, All rights reserved.
You signed up to receive this message at an event, on Facebook, or through our website.
Bret Richards is a former member of the United States Army. Use of his military rank, job titles, and photographs in uniform does not imply endorsement by the Department of the Army or the Department of Defense.
Our mailing address is:
Richards For Congress
P.O. Box 293
Irwin, Iowa 51446-0293
Want to change how you receive these emails?
You can update your preferences or unsubscribe from this list.",Bret Richards,U.S. House Iowa District 4,Republican Party,Federal,Congress,37d66c0becbd5ad61d0df35b58059e3d
155,"Dear Friend,
While the past few months have been undoubtedly hard for all of us, I want to take a moment to acknowledge how painful this time has been for our Asian American and Pacific Islander communities, especially as we come to the end of the first full week of Asian Pacific American Heritage Month.
This should be a joyful time for our community -- one where we celebrate our history and our diverse cultures -- but with both the spread of coronavirus and the rise in anti-Asian American discrimination that has accompanied it, this year feels different.
Asian American-owned businesses have been disproportionately impacted by this crisis, even before shelter-in-place and social distancing orders, because of misinformation spread about the virus. Too many AAPIs have been harassed and even physically attacked. And rather than condemning this disturbing trend, our president and high-ranking Republican members of Congress have repeatedly used a racist term for the coronavirus.
If you have experienced a hate crime or bias incident in New York, you can report it by emailing the Attorney General’s Civil Rights Bureau at [[URL REDACTED]], or by calling 1-800-771-7755.
If there's one thing I know about our community, it's that we're stronger together. We can look to AAPI trailblazers from our past, from Larry Itliong to Patsy Mink, to inspire us to keep moving forward, fighting against hate, and supporting one another. We can also look to the daily courage and sacrifice of the more than 2 million AAPIs who are working on the frontlines of this pandemic. They are our nurses, doctors, grocery and convenience store owners and employees, janitors, law enforcement officers, transportation workers, and so many other kinds of essential workers -- and they are keeping us safe each and every day. This month and every month, I'm committed to fighting for our AAPI communities and for every community that needs a voice in our government.
I hope this email finds you and your family safe and healthy. I'll be thinking of you, and will continue to reach out with updates as this crisis continues.
Wishing you all the best,
Grace
Paid for by Grace for New York
Grace for New York
PO BOX 656555
3rd Floor
Fresh Meadows NY 11365 United States
If you believe you received this message in error or wish to no longer receive emails from us, please unsubscribe.",Grace Meng,U.S. House New York District 6,Democratic Party,Federal,Congress,06a3ad926f572ae5b378e8c9a98c150d
